Time,Track,Instrument,Beat,Octave,Note,Frequency,Duration,"Force (%)"
16021,14,,118,6,La,880,Quarter,80
16022,5,,118,6,Do#,554.37,Whole,77
16022,8,,118,6,Mi,659.25,Half,65
16077,6,,118,7,Do#,1108.73,Half,81
16078,7,,118,6,Mi,659.25,Half,63
16078,8,,118,6,Mi,659.25,Half,61
16078,14,,118,6,La,880,Quarter,78
16080,13,,118,7,Do#,1108.73,Quarter,78
16081,2,,118,4,Sol,196,Whole,78
16137,8,,118,6,Do#,554.37,Half,61
16139,13,,118,7,Do#,1108.73,Quarter,77
16140,7,,118,6,Do#,554.37,Half,62
16140,14,,118,6,La,880,Quarter,78
16141,6,,118,6,La,880,Half,80
16198,7,,118,6,Do#,554.37,Half,65
16198,8,,118,6,Do#,554.37,Half,64
16198,13,,118,7,Do#,1108.73,Quarter,80
16198,14,,118,6,La,880,Quarter,78
16200,2,,118,4,Sol,196,Sixteenth,77
16201,2,,118,4,Re,146.83,Half,79
16202,6,,118,6,La,880,Half,78
16257,13,,118,7,Do#,1108.73,Quarter,79
16258,7,,118,6,Re,587.33,Half,61
16259,2,,118,4,Do#,138.59,Half,80
16259,3,,118,3,La#,116.54,Half,63
16260,6,,118,6,Si,987.77,Half,78
16261,14,,118,6,La,880,Quarter,80
16262,8,,118,6,Re,587.33,Half,65
16317,8,,118,6,Mi,659.25,Half,64
16318,2,,118,4,Do#,138.59,Sixteenth,80
16318,5,,118,5,Sol,392,Sixteenth,79
16318,6,,118,7,Do#,1108.73,Half,80
16318,7,,118,6,Mi,659.25,Half,61
16318,13,,118,7,Do#,1108.73,Quarter,78
16321,2,,118,4,Sol,196,Whole,80
16321,5,,118,6,Do#,554.37,Sixteenth,79
16321,14,,118,6,Sol,783.99,Quarter,80
16322,3,,118,4,Do#,138.59,Whole,79
16323,5,,118,5,Do#,277.18,Whole,81
16377,6,,118,7,Do#,1108.73,Half,80
16377,13,,118,7,Do#,1108.73,Quarter,80
16377,14,,118,6,Sol,783.99,Quarter,80
16379,8,,118,6,Mi,659.25,Half,64
16383,7,,118,6,Mi,659.25,Half,65
16439,8,,118,6,Mi,659.25,Whole,65
16440,2,,118,4,Re,146.83,Sixteenth,81
16440,13,,118,7,Do#,1108.73,Quarter,80
16440,14,,118,6,Sol,783.99,Quarter,77
16442,2,,118,4,Sol,196,Half,78
16442,6,,118,7,Do#,1108.73,Whole,80
16443,7,,118,6,Mi,659.25,Whole,63
16497,13,,118,6,Si,987.77,Quarter,81
16497,14,,118,6,Sol,783.99,Quarter,80
16498,3,,118,4,Sol,196,Whole,80
16499,2,,118,4,Do#,138.59,Half,79
16502,5,,118,5,Sol,392,Sixteenth,78
16502,5,,118,5,Re,293.66,Sixteenth,81
16503,5,,118,4,Sol,196,Whole,78
16557,14,,118,6,Sol,783.99,Quarter,77
16558,2,,118,4,Sol,196,Whole,81
16559,13,,118,6,Si,987.77,Quarter,79
16560,6,,118,6,Si,987.77,Half,80
16562,7,,118,6,Re,587.33,Half,62
16563,8,,118,6,Re,587.33,Half,64
16621,14,,118,6,Sol,783.99,Quarter,80
16623,13,,118,6,Si,987.77,Quarter,80
16681,2,,118,4,Re,146.83,Sixteenth,77
16681,2,,118,4,Sol,196,Half,81
16681,7,,118,6,Mi,659.25,Whole,96
16681,14,,118,6,Sol,783.99,Quarter,77
16682,3,,118,4,Do#,138.59,Whole,78
16682,8,,118,6,Sol,783.99,Whole,95
16683,13,,118,6,Si,987.77,Quarter,78
16740,2,,118,4,Do#,138.59,Half,80
16740,13,,118,6,Si,987.77,Quarter,78
16742,14,,118,6,Sol,783.99,Quarter,78
16798,5,,118,6,Re,587.33,Sixteenth,78
16798,8,,118,6,La,880,Half,93
16799,2,,118,4,Do#,138.59,Sixteenth,78
16799,3,,118,4,Re,146.83,Whole,80
16799,5,,118,5,La,440,Sixteenth,81
16799,7,,118,6,Fa#,739.99,Half,97
16800,2,,118,4,Sol,196,Whole,77
16800,14,,118,7,Fa#,1479.98,Quarter,79
16802,5,,118,5,Re,293.66,Whole,79
16802,13,,118,7,La,1760,Quarter,80
16857,8,,118,6,La,880,Half,63
16857,14,,118,7,Fa#,1479.98,Quarter,80
16858,7,,118,6,La,880,Half,65
16858,13,,118,7,La,1760,Quarter,78
16859,6,,118,7,Fa#,1479.98,Half,77
16917,6,,118,7,Fa#,1479.98,Half,80
16918,2,,118,4,Re,146.83,Sixteenth,78
16920,8,,118,6,La,880,Half,62
16920,13,,118,7,La,1760,Quarter,80
16921,2,,118,4,Sol,196,Half,78
16921,14,,118,7,Fa#,1479.98,Quarter,77
16922,7,,118,6,La,880,Half,65
16977,5,,118,4,La#,233.08,Sixteenth,77
16977,14,,118,7,Fa#,1479.98,Quarter,80
16978,3,,118,3,La#,116.54,Whole,80
16980,5,,118,5,Fa#,369.99,Sixteenth,81
16980,8,,118,6,La,880,Half,65
16980,13,,118,7,La,1760,Quarter,77
16981,2,,118,4,Do#,138.59,Half,78
16981,5,,118,5,La#,466.16,Whole,78
16981,6,,118,7,Fa#,1479.98,Half,78
16983,7,,118,6,La,880,Half,63
17039,6,,118,7,Fa#,1479.98,Half,80
17039,13,,118,7,La,1760,Quarter,79
17041,2,,118,4,Sol,196,Half,78
17042,7,,118,6,La,880,Half,63
17043,8,,118,6,La,880,Half,61
17043,14,,118,7,Fa#,1479.98,Quarter,80
17098,6,,118,7,Re,1174.66,Half,80
17100,13,,118,7,La,1760,Quarter,80
17101,2,,118,4,Do#,138.59,Half,81
17101,8,,118,6,Fa#,739.99,Half,62
17101,14,,118,7,Fa#,1479.98,Quarter,78
17103,7,,118,6,Fa#,739.99,Half,65
17158,2,,118,4,Sol,196,Sixteenth,80
17158,7,,118,6,Fa#,739.99,Half,62
17161,14,,118,7,Fa#,1479.98,Quarter,80
17162,2,,118,4,Re,146.83,Half,80
17162,6,,118,7,Re,1174.66,Half,81
17162,8,,118,6,Fa#,739.99,Half,61
17162,13,,118,7,La,1760,Quarter,80
17217,6,,118,7,Mi,1318.51,Half,77
17218,7,,118,6,Sol,783.99,Half,64
17218,14,,118,7,Fa#,1479.98,Quarter,79
17219,3,,118,3,La#,116.54,Half,61
17219,13,,118,7,La,1760,Quarter,78
17220,2,,118,4,Do#,138.59,Half,78
17222,8,,118,6,Sol,783.99,Half,65
17277,5,,118,6,Do#,554.37,Sixteenth,80
17278,8,,118,6,La,880,Half,61
17279,5,,118,5,Fa#,369.99,Sixteenth,77
17279,7,,118,6,La,880,Half,64
17280,3,,118,4,Fa#,185,Whole,77
17280,5,,118,6,Fa#,739.99,Whole,80
17282,2,,118,4,Sol,196,Sixteenth,80
17282,2,,118,4,Do#,138.59,Whole,80
17282,13,,118,7,Fa#,1479.98,Quarter,78
17283,6,,118,7,Fa#,1479.98,Half,80
17283,14,,118,7,Do#,1108.73,Quarter,79
17338,14,,118,7,Do#,1108.73,Quarter,80
17341,13,,118,7,Fa#,1479.98,Quarter,77
17397,6,,118,7,Fa#,1479.98,Whole,81
17398,13,,118,7,Fa#,1479.98,Quarter,77
17400,8,,118,6,La,880,Whole,63
17401,2,,118,4,Sol,196,Sixteenth,81
17401,2,,118,4,Re,146.83,Half,81
17403,7,,118,6,La,880,Whole,63
17403,14,,118,7,Do#,1108.73,Quarter,80
17457,5,,118,5,Sol,392,Sixteenth,79
17458,2,,118,4,Do#,138.59,Half,81
17459,3,,118,4,Do#,138.59,Whole,79
17459,13,,118,7,Mi,1318.51,Quarter,80
17461,5,,118,5,Do#,277.18,Sixteenth,78
17462,14,,118,7,Do#,1108.73,Quarter,80
17463,5,,118,6,Do#,554.37,Whole,80
17517,13,,118,7,Mi,1318.51,Quarter,81
17518,8,,118,6,Sol,783.99,Half,65
17521,2,,118,4,Re,146.83,Quarter,78
17521,6,,118,7,Mi,1318.51,Half,80
17522,14,,118,7,Do#,1108.73,Quarter,80
17523,7,,118,6,Sol,783.99,Half,65
17552,2,,118,4,Re,146.83,Quarter,77
17577,14,,118,7,Do#,1108.73,Quarter,80
17578,5,,118,5,Sol,392,Sixteenth,79
17578,6,,118,7,Re,1174.66,Half,81
17578,7,,118,6,Fa#,739.99,Half,64
17578,13,,118,7,Mi,1318.51,Quarter,80
17579,2,,118,4,Re,146.83,Half,77
17579,5,,118,6,Do#,554.37,Sixteenth,80
17579,8,,118,6,Fa#,739.99,Half,61
17582,3,,118,4,Do#,138.59,Half,80
17582,5,,118,5,Do#,277.18,Half,80
17637,5,,118,6,Do#,554.37,Sixteenth,79
17637,6,,118,7,Mi,1318.51,Whole,77
17638,3,,118,4,Do#,138.59,Whole,81
17638,7,,118,6,Sol,783.99,Whole,62
17639,5,,118,5,Sol,392,Sixteenth,81
17640,2,,118,4,Re,146.83,Half,81
17641,8,,118,6,Sol,783.99,Whole,65
17641,14,,118,7,Do#,1108.73,Quarter,80
17642,5,,118,5,Do#,277.18,Whole,80
17643,13,,118,7,Mi,1318.51,Quarter,80
17699,2,,118,4,Re,146.83,Half,77
17701,14,,118,7,Do#,1108.73,Quarter,80
17703,13,,118,7,Mi,1318.51,Quarter,81
17757,5,,118,5,Re,293.66,Sixteenth,81
17758,2,,118,5,La,440,Sixteenth,81
17758,2,,118,4,Do#,138.59,Whole,79
17758,7,,118,6,Sol,783.99,Whole,65
17758,8,,118,6,Sol,783.99,Whole,62
17759,4,,118,5,Re,293.66,Half,81
17760,3,,118,4,Re,146.83,Whole,77
17761,5,,118,6,Re,587.33,Sixteenth,78
17763,5,,118,5,La,440,Whole,77
17763,6,,118,7,Mi,1318.51,Whole,81
17820,4,,118,5,Re,293.66,Half,80
17881,6,,118,7,Re,1174.66,Whole,81
17882,2,,118,5,Re,293.66,Sixteenth,81
17882,2,,118,4,Re,146.83,Half,79
17882,4,,118,5,La,440,Half,81
17883,7,,118,6,Fa#,739.99,Half,65
17938,4,,118,5,Re,293.66,Half,80
17939,3,,118,3,La#,116.54,Whole,81
17941,2,,118,4,Do#,138.59,Half,78
17941,5,,118,5,Fa#,369.99,Sixteenth,78
17942,5,,118,5,La#,466.16,Sixteenth,78
17943,5,,118,4,La#,233.08,Whole,80
17998,2,,118,5,Re#,311.13,Half,80
18000,7,,118,6,La,880,Whole,64
18000,8,,118,6,La,880,Whole,64
18002,4,,118,6,Mi,659.25,Half,80
18058,2,,118,4,Do#,138.59,Sixteenth,81
18059,2,,118,5,Re#,311.13,Half,79
18061,3,,118,3,La#,116.54,Half,78
18062,4,,118,5,Re,293.66,Half,80
18117,4,,118,6,Re,587.33,Half,78
18118,2,,118,5,Re#,311.13,Sixteenth,79
18121,2,,118,4,Re,146.83,Whole,80
18121,3,,118,4,Do#,138.59,Half,78
18181,4,,118,5,Re,293.66,Half,80
18182,3,,118,4,Re,146.83,Half,81
18240,2,,118,4,Do#,138.59,Sixteenth,78
18240,4,,118,5,Fa#,369.99,Half,81
18240,5,,118,6,Do#,554.37,Sixteenth,79
18240,5,,118,6,Fa#,739.99,Sixteenth,77
18241,5,,118,5,Fa#,369.99,Whole,79
18242,2,,118,5,Re#,311.13,Half,79
18242,3,,118,4,Fa#,185,Half,80
18300,2,,118,4,Do#,138.59,Half,80
18300,3,,118,4,Re#,155.56,Half,81
18302,4,,118,6,Do#,554.37,Half,80
18359,2,,118,4,Re,146.83,Sixteenth,80
18359,4,,118,5,Fa#,369.99,Half,79
18360,2,,118,5,Re#,311.13,Half,80
18360,3,,118,4,Re,146.83,Half,78
18417,5,,118,5,Do#,277.18,Sixteenth,77
18417,5,,118,5,Sol,392,Sixteenth,80
18418,4,,118,5,Mi,329.63,Half,80
18420,2,,118,4,Do#,138.59,Half,80
18421,3,,118,4,Do#,138.59,Whole,77
18423,5,,118,6,Do#,554.37,Whole,77
18480,2,,118,5,Re#,311.13,Half,79
18481,4,,118,6,Do#,554.37,Half,78
18537,4,,118,5,Fa#,369.99,Half,78
18538,2,,118,5,Re#,311.13,Sixteenth,80
18539,2,,118,4,Do#,138.59,Half,80
18540,3,,118,3,La,110,Half,78
18598,3,,118,3,La#,116.54,Half,79
18598,4,,118,6,Do#,554.37,Half,81
18599,2,,118,4,Re,146.83,Sixteenth,78
18599,6,,118,7,Mi,1318.51,Whole,77
18599,7,,118,7,Do#,1108.73,Whole,62
18601,2,,118,5,Re#,311.13,Half,79
18603,8,,118,7,Do#,1108.73,Whole,63
18658,3,,118,4,Do#,138.59,Half,81
18658,4,,118,5,Mi,329.63,Half,80
18662,2,,118,4,Do#,138.59,Half,77
18718,5,,118,5,La,440,Sixteenth,81
18718,5,,118,5,Re,293.66,Sixteenth,78
18719,7,,118,7,Re,1174.66,Whole,61
18721,3,,118,4,Re,146.83,Half,78
18721,4,,118,5,Re,293.66,Half,80
18721,6,,118,7,Fa#,1479.98,Whole,81
18722,2,,118,5,Re#,311.13,Sixteenth,81
18722,2,,118,4,Do#,138.59,Half,80
18723,5,,118,6,Re,587.33,Whole,81
18723,8,,118,7,Re,1174.66,Whole,61
18781,2,,118,4,Do#,138.59,Half,79
18781,3,,118,3,Sol,98,Half,81
18782,4,,118,5,Re,293.66,Half,78
18838,8,,118,7,Re,1174.66,Whole,64
18839,2,,118,5,Re#,311.13,Sixteenth,78
18839,3,,118,3,La,110,Half,80
18840,7,,118,7,Re,1174.66,Whole,65
18841,4,,118,5,La,440,Half,77
18842,2,,118,4,Re,146.83,Half,78
18842,6,,118,7,Fa#,1479.98,Whole,78
18897,5,,118,5,La#,466.16,Sixteenth,77
18898,2,,118,4,Do#,138.59,Half,78
18898,3,,118,3,La#,116.54,Whole,80
18898,5,,118,4,La#,233.08,Sixteenth,81
18898,5,,118,5,Fa#,369.99,Whole,81
18902,4,,118,5,Re,293.66,Half,80
18958,2,,118,5,Re#,311.13,Half,77
18958,6,,118,7,Fa#,1479.98,Half,79
18958,7,,118,7,Re,1174.66,Half,64
18961,8,,118,7,Re,1174.66,Half,63
18962,4,,118,6,Mi,659.25,Half,79
19017,8,,118,7,Re,1174.66,Half,65
19019,4,,118,5,Re,293.66,Half,77
19020,2,,118,4,Do#,138.59,Sixteenth,81
19020,6,,118,7,Fa#,1479.98,Half,77
19020,7,,118,7,Re,1174.66,Half,63
19021,2,,118,5,Re#,311.13,Half,78
19022,3,,118,3,La#,116.54,Half,81
19079,3,,118,4,Do#,138.59,Half,78
19081,2,,118,5,Re#,311.13,Sixteenth,79
19082,2,,118,4,Re,146.83,Half,77
19082,4,,118,6,Re,587.33,Half,79
19138,2,,118,4,Do#,138.59,Half,81
19139,4,,118,5,Re,293.66,Half,79
19139,6,,118,7,Fa#,1479.98,Half,80
19140,3,,118,4,Re,146.83,Half,80
19140,7,,118,7,Do#,1108.73,Half,65
19143,8,,118,7,Do#,1108.73,Half,62
19198,5,,118,6,Do#,554.37,Sixteenth,78
19199,2,,118,4,Do#,138.59,Sixteenth,80
19199,3,,118,4,Fa#,185,Half,77
19200,5,,118,5,Fa#,369.99,Sixteenth,78
19201,2,,118,5,Re#,311.13,Sixteenth,78
19201,5,,118,6,Fa#,739.99,Whole,78
19202,2,,118,4,Do#,138.59,Half,80
19203,4,,118,5,Fa#,369.99,Half,80
19257,6,,118,7,Fa#,1479.98,Half,78
19258,2,,118,4,Do#,138.59,Half,79
19258,3,,118,4,Re#,155.56,Half,81
19258,4,,118,6,Do#,554.37,Half,80
19260,8,,118,7,Do#,1108.73,Half,65
19263,7,,118,7,Do#,1108.73,Half,65
19319,2,,118,4,Re,146.83,Sixteenth,80
19320,2,,118,5,Re#,311.13,Half,79
19320,3,,118,4,Re,146.83,Half,79
19320,4,,118,5,Fa#,369.99,Half,80
19377,5,,118,5,Do#,277.18,Sixteenth,79
19378,3,,118,4,Do#,138.59,Whole,77
19378,5,,118,5,Sol,392,Sixteenth,81
19378,8,,118,7,Do#,1108.73,Whole,62
19379,2,,118,4,Do#,138.59,Half,80
19379,5,,118,6,Do#,554.37,Whole,81
19381,4,,118,5,Mi,329.63,Half,80
19381,6,,118,7,Mi,1318.51,Whole,78
19381,7,,118,7,Do#,1108.73,Whole,65
19437,4,,118,6,Do#,554.37,Half,79
19442,2,,118,5,Re#,311.13,Half,80
19498,4,,118,5,Fa#,369.99,Half,80
19499,3,,118,3,La,110,Half,78
19500,2,,118,5,Re#,311.13,Sixteenth,78
19501,2,,118,4,Do#,138.59,Half,78
19558,2,,118,5,Re#,311.13,Sixteenth,81
19558,3,,118,3,La#,116.54,Half,79
19560,2,,118,4,Re,146.83,Half,80
19560,4,,118,6,Do#,554.37,Half,78
19560,8,,118,6,Sol,783.99,Whole,79
19561,7,,118,6,Sol,783.99,Whole,65
19562,6,,118,7,Mi,1318.51,Whole,81
19619,2,,118,4,Do#,138.59,Half,78
19620,3,,118,4,Do#,138.59,Half,78
19621,4,,118,5,Mi,329.63,Half,80
19678,4,,118,5,Re,293.66,Half,80
19679,6,,118,7,Mi,1318.51,Whole,80
19680,2,,118,5,La,440,Sixteenth,81
19680,7,,118,6,Sol,783.99,Whole,79
19680,8,,118,6,Sol,783.99,Whole,79
19681,2,,118,4,Do#,138.59,Half,77
19681,3,,118,4,Re,146.83,Half,81
19681,5,,118,5,La,440,Sixteenth,80
19682,5,,118,5,Re,293.66,Sixteenth,79
19682,5,,118,6,Re,587.33,Whole,77
19738,4,,118,5,Re,293.66,Half,81
19740,2,,118,4,Do#,138.59,Half,80
19740,3,,118,3,Sol,98,Half,79
19798,3,,118,3,La,110,Half,77
19799,2,,118,5,Re#,311.13,Sixteenth,77
19799,6,,118,7,Re,1174.66,Whole,81
19800,8,,118,6,Fa#,739.99,Half,61
19801,2,,118,4,Re,146.83,Half,77
19802,7,,118,6,Fa#,739.99,Half,61
19803,4,,118,5,La,440,Half,78
19857,4,,118,5,Re,293.66,Half,80
19860,2,,118,4,Do#,138.59,Half,77
19860,3,,118,3,La#,116.54,Whole,80
19862,5,,118,4,La#,233.08,Sixteenth,81
19863,5,,118,5,La#,466.16,Sixteenth,81
19863,5,,118,5,Fa#,369.99,Whole,78
19918,8,,118,6,La,880,Whole,62
19920,7,,118,6,La,880,Whole,62
19921,2,,118,5,Re#,311.13,Half,80
19922,4,,118,6,Mi,659.25,Half,80
19978,2,,118,4,Do#,138.59,Sixteenth,80
19978,4,,118,5,Re,293.66,Half,77
19979,2,,118,5,Re#,311.13,Half,80
19979,3,,118,3,La#,116.54,Half,78
20038,2,,118,4,Re,146.83,Sixteenth,78
20039,3,,118,4,Do#,138.59,Half,79
20039,4,,118,6,Re,587.33,Half,78
20041,2,,118,5,Re#,311.13,Half,77
20100,4,,118,5,Re,293.66,Half,78
20101,2,,118,4,Do#,138.59,Half,78
20102,3,,118,4,Re,146.83,Half,79
20157,5,,118,6,Do#,554.37,Sixteenth,80
20159,3,,118,4,Fa#,185,Half,79
20160,2,,118,4,Do#,138.59,Sixteenth,77
20162,2,,118,5,Re#,311.13,Half,78
20163,4,,118,5,Fa#,369.99,Half,77
20163,5,,118,6,Fa#,739.99,Sixteenth,78
20163,5,,118,5,Fa#,369.99,Whole,80
20219,3,,118,4,Re#,155.56,Half,79
20220,4,,118,6,Do#,554.37,Half,81
20221,2,,118,4,Do#,138.59,Half,78
20277,4,,118,5,Fa#,369.99,Half,78
20279,2,,118,4,Re,146.83,Sixteenth,80
20279,3,,118,4,Re,146.83,Half,80
20280,2,,118,5,Re#,311.13,Half,80
20337,5,,118,6,Do#,554.37,Sixteenth,77
20338,5,,118,5,Sol,392,Sixteenth,78
20339,4,,118,5,Mi,329.63,Half,77
20340,5,,118,5,Do#,277.18,Whole,79
20341,2,,118,4,Do#,138.59,Half,77
20342,3,,118,4,Do#,138.59,Whole,78
20400,2,,118,5,Re#,311.13,Half,78
20403,4,,118,6,Do#,554.37,Half,80
20458,3,,118,3,La,110,Half,78
20459,2,,118,5,Re#,311.13,Sixteenth,77
20462,2,,118,4,Do#,138.59,Half,78
20462,4,,118,5,Fa#,369.99,Half,79
20518,2,,118,4,Re,146.83,Sixteenth,80
20519,3,,118,3,La#,116.54,Half,81
20521,2,,118,5,Re#,311.13,Half,78
20522,4,,118,6,Do#,554.37,Half,80
20579,2,,118,4,Do#,138.59,Half,80
20579,3,,118,4,Do#,138.59,Half,77
20583,4,,118,5,Mi,329.63,Whole,78
20637,6,,118,7,Fa#,1479.98,Whole,77
20637,7,,118,7,Re,1174.66,Whole,61
20637,8,,118,7,Re,1174.66,Whole,62
20638,2,,118,5,Re#,311.13,Sixteenth,77
20639,5,,118,5,La,440,Sixteenth,81
20640,3,,118,4,Re,146.83,Half,78
20641,2,,118,4,Do#,138.59,Half,79
20642,5,,118,6,Re,587.33,Sixteenth,81
20643,5,,118,5,Re,293.66,Whole,78
20698,3,,118,3,Sol,98,Half,78
20702,2,,118,4,Do#,138.59,Half,77
20703,4,,118,5,Re,293.66,Half,77
20757,4,,118,5,La,440,Half,78
20757,8,,118,7,Re,1174.66,Whole,63
20758,2,,118,4,Re,146.83,Sixteenth,78
20758,7,,118,7,Re,1174.66,Whole,62
20761,2,,118,5,Re#,311.13,Half,80
20761,3,,118,3,La,110,Half,77
20763,6,,118,7,Fa#,1479.98,Whole,79
20817,4,,118,5,Re,293.66,Half,79
20819,2,,118,4,Do#,138.59,Half,80
20819,5,,118,5,Fa#,369.99,Sixteenth,78
20820,3,,118,3,La#,116.54,Whole,78
20820,5,,118,5,La#,466.16,Sixteenth,78
20822,5,,118,4,La#,233.08,Whole,80
20878,2,,118,5,Re#,311.13,Half,78
20878,7,,118,7,Re,1174.66,Half,65
20878,8,,118,7,Re,1174.66,Half,63
20880,4,,118,6,Mi,659.25,Half,78
20883,6,,118,7,Fa#,1479.98,Half,78
20938,2,,118,4,Do#,138.59,Sixteenth,81
20939,6,,118,7,Fa#,1479.98,Half,80
20940,7,,118,7,Re,1174.66,Half,64
20940,8,,118,7,Re,1174.66,Half,65
20941,2,,118,5,Re#,311.13,Half,81
20941,3,,118,3,La#,116.54,Half,81
20943,4,,118,5,Re,293.66,Half,80
21001,4,,118,6,Re,587.33,Half,79
21002,2,,118,5,Re#,311.13,Sixteenth,77
21002,2,,118,4,Re,146.83,Half,78
21002,3,,118,4,Do#,138.59,Half,80
21059,4,,118,5,Re,293.66,Half,80
21059,7,,118,7,Do#,1108.73,Half,61
21060,2,,118,4,Do#,138.59,Half,80
21061,3,,118,4,Re,146.83,Half,77
21063,6,,118,7,Fa#,1479.98,Half,79
21063,8,,118,7,Do#,1108.73,Half,65
21117,5,,118,6,Fa#,739.99,Sixteenth,81
21119,3,,118,4,Fa#,185,Half,80
21120,4,,118,5,Fa#,369.99,Half,81
21121,2,,118,5,Re#,311.13,Sixteenth,79
21121,5,,118,5,Fa#,369.99,Sixteenth,80
21122,2,,118,4,Do#,138.59,Half,78
21123,5,,118,6,Do#,554.37,Whole,78
21178,2,,118,4,Do#,138.59,Half,79
21178,4,,118,6,Do#,554.37,Half,79
21178,8,,118,7,Do#,1108.73,Half,62
21179,3,,118,4,Re#,155.56,Half,78
21179,6,,118,7,Fa#,1479.98,Half,81
21183,7,,118,7,Do#,1108.73,Half,64
21238,2,,118,5,Re#,311.13,Sixteenth,80
21239,4,,118,5,Fa#,369.99,Half,79
21240,3,,118,4,Re,146.83,Half,80
21241,2,,118,4,Re,146.83,Half,80
21297,4,,118,5,Mi,329.63,Half,80
21297,5,,118,6,Do#,554.37,Sixteenth,77
21298,3,,118,4,Do#,138.59,Whole,81
21298,5,,118,5,Sol,392,Sixteenth,80
21299,7,,118,7,Do#,1108.73,Whole,64
21301,2,,118,4,Do#,138.59,Half,80
21301,6,,118,7,Mi,1318.51,Whole,80
21302,8,,118,7,Do#,1108.73,Whole,63
21303,5,,118,5,Do#,277.18,Whole,80
21359,2,,118,5,Re#,311.13,Half,77
21361,4,,118,6,Do#,554.37,Half,80
21418,2,,118,5,Re#,311.13,Sixteenth,80
21418,2,,118,4,Do#,138.59,Half,80
21421,3,,118,3,La,110,Half,80
21423,4,,118,5,Fa#,369.99,Half,78
21478,4,,118,6,Do#,554.37,Half,81
21479,2,,118,4,Re,146.83,Sixteenth,77
21481,2,,118,5,Re#,311.13,Half,80
21481,3,,118,3,La#,116.54,Half,80
21539,2,,118,4,Do#,138.59,Half,81
21541,3,,118,4,Do#,138.59,Half,78
21543,4,,118,5,Mi,329.63,Half,80
21598,5,,118,4,La#,233.08,Sixteenth,81
21599,2,,118,5,La,440,Sixteenth,80
21599,3,,118,3,La#,116.54,Whole,78
21601,2,,118,4,Do#,138.59,Whole,79
21601,4,,118,5,Do#,277.18,Half,79
21601,5,,118,5,Fa#,369.99,Sixteenth,77
21602,5,,118,5,La#,466.16,Whole,80
21662,4,,118,5,Re,293.66,Half,77
21721,4,,118,5,La,440,Half,77
21722,2,,118,4,Sol,196,Whole,79
21782,4,,118,5,Re,293.66,Half,80
21841,4,,118,6,Mi,659.25,Half,81
21842,2,,118,4,Sol,196,Half,81
21899,4,,118,5,Re,293.66,Half,77
21900,2,,118,4,Sol,196,Half,80
21958,4,,118,6,Re,587.33,Half,80
21961,2,,118,4,Sol,196,Whole,79
22018,4,,118,5,Re,293.66,Half,79
22081,2,,118,4,Sol,196,Half,81
22082,4,,118,5,La,440,Half,77
22137,4,,118,5,Re,293.66,Half,80
22142,2,,118,4,Sol,196,Half,64
22198,2,,118,4,Sol,196,Half,77
22200,4,,118,6,Mi,659.25,Half,78
22260,4,,118,5,Re,293.66,Half,77
22261,2,,118,4,Sol,196,Half,64
22320,2,,118,4,Sol,196,Half,77
22320,4,,118,6,Re,587.33,Half,78
22379,2,,118,4,Sol,196,Half,62
22381,4,,118,5,Re,293.66,Half,80
22438,2,,118,4,Sol,196,Half,80
22439,4,,118,5,La,440,Whole,80
22502,2,,118,4,Sol,196,Half,65
22557,4,,118,5,Re,293.66,Whole,77
22558,2,,118,4,Do#,138.59,Sixteenth,79
22558,5,,118,5,La,440,Sixteenth,78
22559,3,,118,4,Re,146.83,Whole,79
22560,2,,118,5,La,440,Half,81
22560,5,,118,6,Re,587.33,Sixteenth,77
22560,5,,118,5,Re,293.66,Whole,79
22620,2,,118,4,Sol,196,Half,46
22679,2,,118,4,Sol,196,Half,79
22680,6,,118,6,Fa#,739.99,Whole,80
22740,2,,118,4,Sol,196,Half,44
22799,2,,118,4,Sol,196,Half,79
22800,6,,118,6,Fa#,739.99,Whole,81
22859,2,,118,4,Sol,196,Half,45
22918,2,,118,4,Sol,196,Half,79
22978,2,,118,4,Sol,196,Sixteenth,45
22982,2,,118,4,Do#,138.59,Half,80
23039,2,,118,4,Do#,138.59,Sixteenth,79
23039,5,,118,4,La#,233.08,Half,81
23040,3,,118,3,La#,116.54,Whole,78
23041,2,,118,4,Sol,196,Half,81
23100,5,,118,4,La#,233.08,Half,72
23102,2,,118,4,Sol,196,Half,43
23160,5,,118,4,La#,233.08,Half,65
23161,2,,118,4,Sol,196,Half,77
23162,6,,118,6,Fa#,739.99,Whole,80
23218,5,,118,4,La#,233.08,Half,56
23221,2,,118,4,Sol,196,Half,43
23280,6,,118,6,Fa#,739.99,Whole,78
23281,2,,118,4,Sol,196,Half,77
23282,5,,118,4,La#,233.08,Half,47
23339,2,,118,4,Sol,196,Half,43
23339,5,,118,4,La#,233.08,Half,39
23397,5,,118,4,La#,233.08,Half,34
23402,2,,118,4,Sol,196,Half,78
23457,5,,118,4,La#,233.08,Half,24
23459,2,,118,4,Do#,138.59,Sixteenth,79
23462,2,,118,4,Sol,196,Half,46
23519,2,,118,4,Do#,138.59,Sixteenth,79
23519,2,,118,4,Sol,196,Half,77
23522,3,,118,3,Fa#,92.5,Whole,78
23523,5,,118,5,Fa#,369.99,Half,78
23580,2,,118,4,Sol,196,Half,45
23583,5,,118,5,Fa#,369.99,Half,70
23642,2,,118,4,Sol,196,Half,81
23642,5,,118,5,Fa#,369.99,Half,62
