Time,Track,Instrument,Beat,Octave,Note,Duration,"Force (%)"
16335,5,,116,6,"Do #",Eighth,71
16335,5,,116,6,"Do #",Eighth,24
16350,3,"INTRO LEAD",69,4,"Fa #",Half,100
16350,10,,69,3,"Fa #",Half,100
16377,6,,118,7,"Do #",Half,80
16377,13,,118,7,"Do #",Quarter,80
16377,14,,118,6,Sol,Quarter,80
16379,8,,118,6,Mi,Half,64
16380,3,"INTRO LEAD",69,4,Mi,Whole,100
16380,9,,69,5,La,Whole,100
16380,9,,69,4,Do,Whole,100
16380,10,,69,3,Mi,Whole,100
16380,3,"INTRO LEAD",116,4,"Do #",Half,79
16380,4,"BACKGROUND SYNTH",116,4,"Do #",Half,79
16380,7,,116,4,Do,Quarter,79
16380,7,,116,4,"Fa #",Eighth,79
16380,8,,116,6,Sol,Half,79
16380,9,,116,6,Sol,Half,79
16383,7,,118,6,Mi,Half,65
16416,2,BASSLINE,84,7,Do,Whole,57
16416,3,"INTRO LEAD",84,7,Do,Whole,71
16439,8,,118,6,Mi,Whole,65
16440,2,,118,4,Re,Sixteenth,81
16440,2,BASSLINE,112,5,"Sol #",Sixteenth,100
16440,3,"INTRO LEAD",69,5,Sol,Whole,100
16440,9,,69,4,"Fa #",Whole,100
16440,13,,118,7,"Do #",Quarter,80
16440,14,,118,6,Sol,Quarter,77
16440,7,,116,4,"Do #",Quarter,79
16440,7,,116,4,"Fa #",Eighth,79
16440,8,,116,6,"Fa #",Half,79
16440,9,,116,6,"Fa #",Half,79
16442,2,,118,4,Sol,Half,78
16442,6,,118,7,"Do #",Whole,80
16443,7,,118,6,Mi,Whole,63
16497,13,,118,6,Si,Quarter,81
16497,14,,118,6,Sol,Quarter,80
16498,3,,118,4,Sol,Whole,80
16499,2,,118,4,"Do #",Half,79
16500,3,"INTRO LEAD",69,5,"La #",Whole,100
16500,4,"BACKGROUND SYNTH",69,5,Mi,Whole,100
16500,4,"BACKGROUND SYNTH",69,5,Sol,Whole,100
16500,9,,69,4,"Fa #",Whole,100
16500,7,,116,4,"Fa #",Eighth,79
16500,8,,116,6,"Re #",Half,79
16500,9,,116,6,"Re #",Half,79
16501,2,BASSLINE,69,6,La,Whole,59
16501,2,BASSLINE,69,6,"Fa #",Half,100
16502,5,,118,5,Sol,Sixteenth,78
16502,5,,118,5,Re,Sixteenth,81
16503,5,,118,4,Sol,Whole,78
16504,4,,111,4,La,Sixteenth,50
16508,10,,111,4,Re,Whole,91
16508,10,,111,4,Sol,Whole,71
16512,2,,111,3,Sol,Whole,100
16512,2,BASSLINE,84,6,Si,Half,57
16512,3,,111,4,Sol,Whole,90
16512,4,,111,5,Re,Eighth,50
16512,3,"INTRO LEAD",84,5,"Fa #",Whole,71
16512,3,"INTRO LEAD",84,6,"Fa #",Whole,71
16512,5,,84,5,"Fa #",Whole,71
16512,5,,84,6,Re,Whole,71
16528,4,,111,5,Sol,Eighth,50
16530,3,"INTRO LEAD",116,3,"Sol #",Quarter,79
16530,4,"BACKGROUND SYNTH",116,3,"Sol #",Quarter,79
16531,2,BASSLINE,69,6,"La #",Half,59
16531,2,BASSLINE,69,6,Sol,Half,100
16544,4,,111,5,La,Whole,59
16557,14,,118,6,Sol,Quarter,77
16558,2,,118,4,Sol,Whole,81
16559,13,,118,6,Si,Quarter,79
16560,2,BASSLINE,84,6,La,Whole,57
16560,2,BASSLINE,112,6,Fa,Sixteenth,100
16560,2,BASSLINE,112,6,"Do #",Whole,100
16560,3,"INTRO LEAD",69,6,Sol,Whole,100
16560,2,BASSLINE,116,4,"La #",Whole,79
16560,2,BASSLINE,116,5,Re,Whole,79
16560,2,BASSLINE,116,5,"Fa #",Whole,79
16560,2,BASSLINE,116,5,"La #",Whole,79
16560,2,BASSLINE,116,6,Re,Whole,79
16560,2,BASSLINE,116,6,"Fa #",Whole,79
16560,4,"BACKGROUND SYNTH",69,5,Sol,Whole,100
16560,4,"BACKGROUND SYNTH",69,5,Mi,Half,100
16560,9,,69,4,Re,Whole,100
16560,9,,69,4,"Fa #",Whole,100
16560,6,,118,6,Si,Half,80
16560,10,,69,4,Mi,Whole,100
16560,3,"INTRO LEAD",116,3,"La #",Half,79
16560,4,"BACKGROUND SYNTH",116,3,"La #",Half,79
16560,7,,116,4,Do,Quarter,79
16560,7,,116,4,"Do #",Quarter,79
16560,7,,116,4,"Fa #",Eighth,79
16560,8,,116,6,"Fa #",Half,79
16560,9,,116,6,"Fa #",Half,79
16561,2,BASSLINE,69,6,La,Half,59
16561,2,BASSLINE,69,6,"Fa #",Half,100
16562,7,,118,6,Re,Half,62
16563,8,,118,6,Re,Half,64
16590,4,"BACKGROUND SYNTH",69,5,"Fa #",Half,100
16590,4,"BACKGROUND SYNTH",69,5,La,Whole,100
16591,2,BASSLINE,69,6,"La #",Half,59
16591,2,BASSLINE,69,6,Sol,Whole,100
16608,3,"INTRO LEAD",84,6,Re,Whole,71
16620,3,"INTRO LEAD",69,5,Sol,Half,100
16620,9,,69,4,"Fa #",Whole,100
16620,3,"INTRO LEAD",116,3,"La #",Half,79
16620,4,"BACKGROUND SYNTH",116,3,"La #",Half,79
16620,7,,116,4,Do,Quarter,79
16620,7,,116,4,"Fa #",Eighth,79
16620,8,,116,6,"Fa #",Half,79
16620,9,,116,6,"Fa #",Half,79
16621,14,,118,6,Sol,Quarter,80
16623,13,,118,6,Si,Quarter,80
16650,3,"INTRO LEAD",69,6,Mi,Half,100
16650,4,"BACKGROUND SYNTH",69,5,La,Whole,100
16650,4,"BACKGROUND SYNTH",69,5,"Fa #",Half,100
16651,2,BASSLINE,69,6,La,Whole,59
16651,2,BASSLINE,69,6,"Fa #",Whole,100
16680,2,BASSLINE,112,5,"Sol #",Sixteenth,100
16680,3,"INTRO LEAD",69,5,"La #",Half,100
16680,4,"BACKGROUND SYNTH",69,5,Mi,Half,100
16680,4,"BACKGROUND SYNTH",69,5,Sol,Whole,100
16680,9,,69,4,"Fa #",Whole,100
16680,7,,116,4,"Do #",Quarter,79
16680,7,,116,4,"Fa #",Eighth,79
16680,8,,116,6,"Re #",Half,79
16680,9,,116,6,"Re #",Half,79
16681,2,,118,4,Re,Sixteenth,77
16681,2,,118,4,Sol,Half,81
16681,7,,118,6,Mi,Whole,96
16681,14,,118,6,Sol,Quarter,77
16682,3,,118,4,"Do #",Whole,78
16682,8,,118,6,Sol,Whole,95
16683,13,,118,6,Si,Quarter,78
16700,10,,111,4,Sol,Whole,57
16704,3,,111,6,Re,Whole,88
16704,3,"INTRO LEAD",84,5,La,Whole,71
16710,3,"INTRO LEAD",69,5,Sol,Half,100
16710,3,"INTRO LEAD",116,4,"Fa #",Quarter,79
16710,4,"BACKGROUND SYNTH",116,4,"Fa #",Quarter,79
16711,2,BASSLINE,69,6,Sol,Whole,59
16711,2,BASSLINE,69,6,Mi,Half,100
16740,2,,118,4,"Do #",Half,80
16740,3,"INTRO LEAD",69,5,Re,Half,100
16740,3,"INTRO LEAD",69,6,"Fa #",Whole,100
16740,4,"BACKGROUND SYNTH",69,5,Re,Whole,100
16740,4,"BACKGROUND SYNTH",69,5,"Fa #",Whole,100
16740,9,,69,4,"Fa #",Whole,100
16740,9,,69,4,Do,Whole,100
16740,10,,69,4,Re,Whole,100
16740,3,"INTRO LEAD",116,3,"La #",Half,79
16740,4,"BACKGROUND SYNTH",116,3,"La #",Half,79
16740,13,,118,6,Si,Quarter,78
16740,7,,116,4,Do,Quarter,79
16740,7,,116,4,"Fa #",Eighth,79
16740,8,,116,6,Sol,Half,79
16740,9,,116,6,Sol,Half,79
16741,2,BASSLINE,69,6,La,Half,59
16741,2,BASSLINE,69,6,"Fa #",Whole,100
16742,14,,118,6,Sol,Quarter,78
16752,2,BASSLINE,84,7,Do,Half,57
16798,5,,118,6,Re,Sixteenth,78
16798,8,,118,6,La,Half,93
16799,2,,118,4,"Do #",Sixteenth,78
16799,3,,118,4,Re,Whole,80
16799,5,,118,5,La,Sixteenth,81
16799,7,,118,6,"Fa #",Half,97
16800,2,BASSLINE,84,7,Re,Half,57
16800,2,,118,4,Sol,Whole,77
16800,2,BASSLINE,112,6,Fa,Eighth,100
16800,2,BASSLINE,112,6,"Do #",Whole,100
16800,3,"INTRO LEAD",84,6,"Fa #",Whole,71
16800,3,"INTRO LEAD",69,5,Re,Half,100
16800,2,BASSLINE,116,5,"Do #",Whole,79
16800,2,BASSLINE,116,5,"Re #",Whole,79
16800,2,BASSLINE,116,5,"Sol #",Whole,79
16800,2,BASSLINE,116,6,"Do #",Whole,79
16800,2,BASSLINE,116,6,"Re #",Whole,79
16800,2,BASSLINE,116,6,"Sol #",Whole,79
16800,9,,69,4,"Fa #",Whole,100
16800,3,"INTRO LEAD",116,3,"Sol #",Half,79
16800,4,"BACKGROUND SYNTH",116,3,"Sol #",Half,79
16800,14,,118,7,"Fa #",Quarter,79
16800,7,,116,4,"Do #",Quarter,79
16800,7,,116,4,Do,Quarter,79
16800,7,,116,4,"Fa #",Eighth,79
16800,8,,116,5,"La #",Half,79
16800,9,,116,5,"La #",Half,79
16801,2,BASSLINE,69,6,"La #",Whole,59
16801,2,BASSLINE,69,6,Sol,Whole,100
16802,5,,118,5,Re,Whole,79
16802,13,,118,7,La,Quarter,80
16830,3,"INTRO LEAD",69,6,Sol,Half,100
16830,4,"BACKGROUND SYNTH",69,5,Sol,Whole,100
16848,2,BASSLINE,84,7,Mi,Whole,57
16857,8,,118,6,La,Half,63
16857,14,,118,7,"Fa #",Quarter,80
16858,7,,118,6,La,Half,65
16858,13,,118,7,La,Quarter,78
16859,6,,118,7,"Fa #",Half,77
16860,3,"INTRO LEAD",69,6,Re,Half,100
16860,9,,69,4,"Fa #",Whole,100
16860,3,"INTRO LEAD",116,3,"Sol #",Half,79
16860,4,"BACKGROUND SYNTH",116,3,"Sol #",Half,79
16860,7,,116,4,Do,Quarter,79
16860,7,,116,4,"Fa #",Eighth,79
16860,8,,116,6,"Sol #",Half,79
16860,9,,116,6,"Sol #",Half,79
16861,2,BASSLINE,69,6,Sol,Whole,59
16861,2,BASSLINE,69,6,Mi,Whole,100
16890,3,"INTRO LEAD",69,5,Sol,Half,100
16892,10,,111,3,Si,Whole,100
16892,10,,111,4,Sol,Whole,71
16896,2,,111,4,Re,Whole,100
16896,3,,111,5,Re,Whole,84
16896,4,,111,5,Sol,Sixteenth,57
16896,3,"INTRO LEAD",84,5,Fa,Whole,71
16896,3,"INTRO LEAD",84,6,Mi,Whole,71
16896,4,"BACKGROUND SYNTH",84,7,Do,Whole,71
16896,4,"BACKGROUND SYNTH",84,6,La,Whole,71
16896,5,,84,6,Do,Whole,71
16896,5,,84,5,Fa,Whole,71
16896,15,,111,6,La,Whole,86
16904,4,,111,5,La,Eighth,57
16917,6,,118,7,"Fa #",Half,80
16918,2,,118,4,Re,Sixteenth,78
16920,2,BASSLINE,112,4,"Re #",Quarter,100
16920,2,BASSLINE,112,5,"Sol #",Sixteenth,100
16920,4,,111,6,Re,Sixteenth,57
16920,3,"INTRO LEAD",69,6,Sol,Half,100
16920,3,"INTRO LEAD",69,5,Do,Whole,100
16920,4,"BACKGROUND SYNTH",69,5,Do,Whole,100
16920,4,"BACKGROUND SYNTH",69,5,Mi,Whole,100
16920,9,,69,4,Re,Whole,100
16920,9,,69,4,"Fa #",Whole,100
16920,6,,112,3,"Re #",Sixteenth,100
16920,10,,69,4,Do,Whole,100
16920,8,,118,6,La,Half,62
16920,13,,118,7,La,Quarter,80
16920,7,,116,4,"Do #",Quarter,79
16920,7,,116,4,"Fa #",Eighth,79
16921,2,,118,4,Sol,Half,78
16921,14,,118,7,"Fa #",Quarter,77
16922,7,,118,6,La,Half,65
16928,4,,111,6,Sol,Whole,62
16977,5,,118,4,"La #",Sixteenth,77
16977,14,,118,7,"Fa #",Quarter,80
16978,3,,118,3,"La #",Whole,80
16980,3,"INTRO LEAD",69,6,Re,Whole,100
16980,5,,118,5,"Fa #",Sixteenth,81
16980,9,,69,4,"Fa #",Whole,100
16980,8,,118,6,La,Half,65
16980,13,,118,7,La,Quarter,77
16980,5,,116,5,"Sol #",Half,79
16980,7,,116,4,"Fa #",Eighth,79
16981,2,,118,4,"Do #",Half,78
16981,5,,118,5,"La #",Whole,78
16981,6,,118,7,"Fa #",Half,78
16983,7,,118,6,La,Half,63
16992,3,"INTRO LEAD",84,6,Do,Whole,71
17039,6,,118,7,"Fa #",Half,80
17039,13,,118,7,La,Quarter,79
17040,2,BASSLINE,84,7,Re,Whole,57
17040,2,BASSLINE,112,6,"Do #",Whole,100
17040,2,BASSLINE,112,6,Fa,Whole,100
17040,2,BASSLINE,112,4,Fa,Sixteenth,100
17040,3,"INTRO LEAD",69,5,Sol,Whole,100
17040,9,,69,5,La,Whole,100
17040,9,,69,4,Do,Whole,100
17040,6,,112,3,Fa,Whole,100
17040,10,,69,3,Sol,Half,100
17040,3,"INTRO LEAD",116,5,"Re #",Half,79
17040,4,"BACKGROUND SYNTH",116,5,"Re #",Half,79
17040,5,,116,5,"La #",Whole,79
17040,7,,116,4,"Do #",Quarter,79
17040,7,,116,4,Do,Quarter,79
17040,7,,116,4,"Fa #",Eighth,79
17041,2,,118,4,Sol,Half,78
17042,7,,118,6,La,Half,63
17043,8,,118,6,La,Half,61
17043,14,,118,7,"Fa #",Quarter,80
17070,10,,69,3,"Fa #",Half,100
17084,10,,111,4,Sol,Whole,57
17088,3,,111,6,Re,Whole,84
17088,3,"INTRO LEAD",84,5,La,Whole,71
17088,15,,111,6,La,Whole,85
17098,6,,118,7,Re,Half,80
17100,3,"INTRO LEAD",69,4,Sol,Whole,100
17100,2,BASSLINE,116,4,"La #",Half,79
17100,2,BASSLINE,116,5,Re,Half,79
17100,2,BASSLINE,116,5,"Fa #",Half,79
17100,2,BASSLINE,116,5,"La #",Half,79
17100,2,BASSLINE,116,6,Re,Half,79
17100,2,BASSLINE,116,6,"Fa #",Half,79
17100,4,"BACKGROUND SYNTH",69,4,"La #",Whole,100
17100,4,"BACKGROUND SYNTH",69,5,Re,Whole,100
17100,9,,69,4,Do,Whole,100
17100,9,,69,5,La,Whole,100
17100,10,,69,3,Sol,Whole,100
17100,3,"INTRO LEAD",116,5,"Do #",Quarter,79
17100,4,"BACKGROUND SYNTH",116,5,"Do #",Quarter,79
17100,13,,118,7,La,Quarter,80
17100,7,,116,4,Do,Quarter,79
17100,7,,116,4,"Fa #",Eighth,79
17101,2,,118,4,"Do #",Half,81
17101,8,,118,6,"Fa #",Half,62
17101,14,,118,7,"Fa #",Quarter,78
17103,7,,118,6,"Fa #",Half,65
17134,3,"INTRO LEAD",116,4,"La #",Half,79
17134,4,"BACKGROUND SYNTH",116,4,"La #",Half,79
17158,2,,118,4,Sol,Sixteenth,80
17158,7,,118,6,"Fa #",Half,62
17160,2,BASSLINE,112,5,"Sol #",Sixteenth,100
17160,2,BASSLINE,112,4,"Sol #",Whole,100
17160,3,"INTRO LEAD",69,5,Sol,Whole,100
17160,2,BASSLINE,116,4,"La #",Half,79
17160,2,BASSLINE,116,5,Re,Half,79
17160,2,BASSLINE,116,5,"Fa #",Half,79
17160,2,BASSLINE,116,5,"La #",Half,79
17160,2,BASSLINE,116,6,Re,Half,79
17160,2,BASSLINE,116,6,"Fa #",Half,79
17160,4,"BACKGROUND SYNTH",69,4,"La #",Half,100
17160,9,,69,4,"Fa #",Whole,100
17160,6,,112,3,"Sol #",Eighth,100
17160,7,,116,4,"Do #",Quarter,79
17160,7,,116,4,"Fa #",Eighth,79
17161,14,,118,7,"Fa #",Quarter,80
17162,2,,118,4,Re,Half,80
17162,6,,118,7,Re,Half,81
17162,8,,118,6,"Fa #",Half,61
17162,13,,118,7,La,Quarter,80
17184,2,BASSLINE,84,7,Do,Whole,57
17184,3,"INTRO LEAD",84,6,Do,Whole,71
17190,4,"BACKGROUND SYNTH",69,5,Do,Half,100
17194,3,"INTRO LEAD",116,4,"Fa #",Quarter,79
17194,4,"BACKGROUND SYNTH",116,4,"Fa #",Quarter,79
17217,6,,118,7,Mi,Half,77
17218,7,,118,6,Sol,Half,64
17218,14,,118,7,"Fa #",Quarter,79
17219,3,,118,3,"La #",Half,61
17219,13,,118,7,La,Quarter,78
17220,2,,118,4,"Do #",Half,78
17220,3,"INTRO LEAD",69,6,Sol,Whole,100
17220,3,"INTRO LEAD",69,6,Re,Whole,100
17220,2,BASSLINE,116,5,"La #",Half,79
17220,2,BASSLINE,116,4,"La #",Quarter,79
17220,4,"BACKGROUND SYNTH",69,4,"La #",Whole,100
17220,9,,69,4,"Fa #",Whole,100
17220,7,,116,4,Do,Quarter,79
17220,7,,116,4,"Fa #",Eighth,79
17221,2,BASSLINE,69,6,"La #",Whole,59
17221,2,BASSLINE,69,6,Sol,Whole,100
17222,3,"INTRO LEAD",116,4,Sol,Sixteenth,79
17222,8,,118,6,Sol,Half,65
17222,4,"BACKGROUND SYNTH",116,4,Sol,Sixteenth,79
17250,2,BASSLINE,116,5,"La #",Quarter,79
17250,2,BASSLINE,116,4,"La #",Quarter,79
17256,3,"INTRO LEAD",116,4,"Sol #",Quarter,79
17256,4,"BACKGROUND SYNTH",116,4,"Sol #",Quarter,79
17276,10,,111,4,Re,Whole,91
17276,10,,111,4,Sol,Whole,71
17277,5,,118,6,"Do #",Sixteenth,80
17278,8,,118,6,La,Half,61
17279,5,,118,5,"Fa #",Sixteenth,77
17279,7,,118,6,La,Half,64
17280,2,BASSLINE,84,6,Si,Whole,57
17280,2,BASSLINE,112,6,"Re #",Whole,100
17280,2,BASSLINE,112,6,Do,Eighth,100
17280,3,,111,5,La,Whole,84
17280,3,"INTRO LEAD",69,4,"La #",Whole,100
17280,3,"INTRO LEAD",69,5,"La #",Whole,100
17280,3,"INTRO LEAD",69,5,La,Whole,100
17280,3,"INTRO LEAD",69,6,"Fa #",Whole,100
17280,2,BASSLINE,116,6,"Sol #",Quarter,79
17280,2,BASSLINE,116,5,"Do #",Quarter,79
17280,2,BASSLINE,116,5,"Re #",Quarter,79
17280,2,BASSLINE,116,5,"Sol #",Quarter,79
17280,2,BASSLINE,116,6,"Do #",Quarter,79
17280,2,BASSLINE,116,6,"Re #",Quarter,79
17280,2,BASSLINE,116,6,"Sol #",Whole,79
17280,3,,118,4,"Fa #",Whole,77
17280,5,,118,6,"Fa #",Whole,80
17280,9,,69,4,Re,Whole,100
17280,9,,69,4,"Fa #",Whole,100
17280,10,,69,3,"La #",Whole,100
17280,3,"INTRO LEAD",116,4,"Do #",Sixteenth,79
17280,15,,111,6,La,Whole,83
17280,4,"BACKGROUND SYNTH",116,4,"Do #",Sixteenth,79
17280,5,,116,5,"Re #",Whole,79
17280,7,,116,4,"Do #",Quarter,79
17280,7,,116,4,Do,Quarter,79
17280,7,,116,4,"Fa #",Eighth,79
17281,2,BASSLINE,69,6,La,Whole,59
17281,2,BASSLINE,69,6,"Fa #",Whole,100
17282,2,,118,4,Sol,Sixteenth,80
17282,2,,118,4,"Do #",Whole,80
17282,13,,118,7,"Fa #",Quarter,78
17283,6,,118,7,"Fa #",Half,80
17283,14,,118,7,"Do #",Quarter,79
17338,14,,118,7,"Do #",Quarter,80
17340,3,"INTRO LEAD",69,4,"La #",Half,100
17340,4,"BACKGROUND SYNTH",69,4,"La #",Half,100
17340,9,,69,4,"Fa #",Whole,100
17340,7,,116,4,Do,Quarter,79
17340,7,,116,4,"Fa #",Eighth,79
17340,8,,116,5,"La #",Half,79
17340,9,,116,5,"La #",Half,79
17341,2,BASSLINE,69,6,La,Whole,59
17341,2,BASSLINE,69,6,"Fa #",Half,100
17341,13,,118,7,"Fa #",Quarter,77
17344,3,"INTRO LEAD",116,4,"Do #",Half,79
17344,4,"BACKGROUND SYNTH",116,4,"Do #",Half,79
17370,3,"INTRO LEAD",69,6,"Fa #",Half,100
17370,4,"BACKGROUND SYNTH",69,5,Do,Half,100
17371,2,BASSLINE,69,6,La,Half,59
17371,2,BASSLINE,69,6,"Fa #",Whole,100
17376,3,"INTRO LEAD",84,6,Mi,Whole,71
17397,6,,118,7,"Fa #",Whole,81
17398,13,,118,7,"Fa #",Quarter,77
17400,2,BASSLINE,112,5,"Sol #",Eighth,100
17400,3,"INTRO LEAD",69,5,"La #",Whole,100
17400,4,"BACKGROUND SYNTH",69,4,"La #",Whole,100
17400,9,,69,4,"Fa #",Whole,100
17400,8,,118,6,La,Whole,63
17400,5,,116,5,"La #",Whole,79
17400,5,,116,6,"Re #",Eighth,79
17400,7,,116,4,"Do #",Quarter,79
17400,7,,116,4,"Fa #",Eighth,79
17400,8,,116,6,"Do #",Half,79
17400,9,,116,6,"Do #",Half,79
17401,2,,118,4,Sol,Sixteenth,81
17401,2,,118,4,Re,Half,81
17403,7,,118,6,La,Whole,63
17403,14,,118,7,"Do #",Quarter,80
17420,5,,116,6,"Fa #",Eighth,79
17435,3,"INTRO LEAD",116,5,"Re #",Quarter,79
17435,4,"BACKGROUND SYNTH",116,5,"Re #",Quarter,79
17440,5,,116,6,"Re #",Eighth,79
17457,5,,118,5,Sol,Sixteenth,79
17458,2,,118,4,"Do #",Half,81
17459,3,,118,4,"Do #",Whole,79
17459,13,,118,7,Mi,Quarter,80
17460,3,"INTRO LEAD",69,4,Mi,Whole,100
17460,3,"INTRO LEAD",69,6,Mi,Whole,100
17460,9,,69,4,Do,Whole,100
17460,9,,69,5,La,Whole,100
17460,10,,69,3,Mi,Whole,100
17460,3,"INTRO LEAD",116,4,"Do #",Sixteenth,79
17460,4,"BACKGROUND SYNTH",116,4,"Do #",Sixteenth,79
17460,5,,116,5,"La #",Half,79
17460,7,,116,4,"Fa #",Eighth,79
17460,8,,116,6,"Do #",Half,79
17460,9,,116,6,"Do #",Half,79
17461,2,BASSLINE,69,6,La,Whole,59
17461,2,BASSLINE,69,6,"Fa #",Half,100
17461,5,,118,5,"Do #",Sixteenth,78
17462,14,,118,7,"Do #",Quarter,80
17463,5,,118,6,"Do #",Whole,80
17468,10,,111,4,Sol,Whole,53
17468,10,,111,3,Si,Whole,100
17472,2,BASSLINE,84,6,La,Whole,57
17472,3,,111,6,Sol,Whole,84
17472,3,"INTRO LEAD",84,6,Do,Whole,71
17490,3,"INTRO LEAD",116,4,"Do #",Quarter,79
17490,4,"BACKGROUND SYNTH",116,4,"Do #",Quarter,79
17491,2,BASSLINE,69,6,La,Half,59
17491,2,BASSLINE,69,6,"Fa #",Half,100
17517,13,,118,7,Mi,Quarter,81
17518,8,,118,6,Sol,Half,65
17520,2,BASSLINE,112,6,"Re #",Whole,100
17520,2,BASSLINE,112,6,Do,Sixteenth,100
17520,3,"INTRO LEAD",69,5,Sol,Whole,100
17520,2,BASSLINE,116,4,"La #",Whole,79
17520,2,BASSLINE,116,5,Re,Whole,79
17520,2,BASSLINE,116,5,"Fa #",Whole,79
17520,2,BASSLINE,116,5,"La #",Whole,79
17520,2,BASSLINE,116,6,Re,Whole,79
17520,2,BASSLINE,116,6,"Fa #",Whole,79
17520,4,"BACKGROUND SYNTH",69,6,Mi,Whole,100
17520,9,,69,4,"Fa #",Whole,100
17520,7,,116,4,"Do #",Quarter,79
17520,7,,116,4,Do,Quarter,79
17520,7,,116,4,"Fa #",Eighth,79
17520,8,,116,6,"Re #",Half,79
17520,9,,116,6,"Re #",Half,79
17521,2,BASSLINE,69,6,"La #",Half,59
17521,2,BASSLINE,69,6,Sol,Whole,100
17521,2,,118,4,Re,Quarter,78
17521,6,,118,7,Mi,Half,80
17522,3,"INTRO LEAD",116,3,"La #",Half,79
17522,4,"BACKGROUND SYNTH",116,3,"La #",Half,79
17522,14,,118,7,"Do #",Quarter,80
17523,7,,118,6,Sol,Half,65
17552,2,,118,4,Re,Quarter,77
17568,2,BASSLINE,84,6,Sol,Whole,57
17568,3,"INTRO LEAD",84,5,La,Whole,71
17577,14,,118,7,"Do #",Quarter,80
17578,5,,118,5,Sol,Sixteenth,79
17578,6,,118,7,Re,Half,81
17578,7,,118,6,"Fa #",Half,64
17578,13,,118,7,Mi,Quarter,80
17579,2,,118,4,Re,Half,77
17579,5,,118,6,"Do #",Sixteenth,80
17579,8,,118,6,"Fa #",Half,61
17580,3,"INTRO LEAD",69,5,"La #",Whole,100
17580,4,"BACKGROUND SYNTH",69,6,"Fa #",Whole,100
17580,9,,69,4,"Fa #",Whole,100
17580,7,,116,4,Do,Quarter,79
17580,7,,116,4,"Fa #",Eighth,79
17580,8,,116,6,"Do #",Half,79
17580,9,,116,6,"Do #",Half,79
17581,3,"INTRO LEAD",116,3,"La #",Sixteenth,79
17581,4,"BACKGROUND SYNTH",116,3,"La #",Sixteenth,79
17582,3,,118,4,"Do #",Half,80
17582,5,,118,5,"Do #",Half,80
17637,5,,118,6,"Do #",Sixteenth,79
17637,6,,118,7,Mi,Whole,77
17638,3,,118,4,"Do #",Whole,81
17638,7,,118,6,Sol,Whole,62
17639,5,,118,5,Sol,Sixteenth,81
17640,2,,118,4,Re,Half,81
17640,2,BASSLINE,112,5,"Sol #",Whole,100
17640,3,"INTRO LEAD",69,6,Mi,Whole,100
17640,4,"BACKGROUND SYNTH",69,6,Sol,Whole,100
17640,9,,69,4,Re,Whole,100
17640,9,,69,4,"Fa #",Whole,100
17640,10,,69,4,Mi,Whole,100
17640,7,,116,4,"Do #",Quarter,79
17640,7,,116,4,"Fa #",Eighth,79
17640,8,,116,6,"Do #",Half,79
17640,9,,116,6,"Do #",Half,79
17641,8,,118,6,Sol,Whole,65
17641,14,,118,7,"Do #",Quarter,80
17642,5,,118,5,"Do #",Whole,80
17643,13,,118,7,Mi,Quarter,80
17660,10,,111,4,Sol,Whole,71
17664,2,BASSLINE,84,6,Sol,Whole,57
17664,3,"INTRO LEAD",84,5,Si,Whole,71
17664,3,"INTRO LEAD",84,5,Sol,Whole,71
17664,3,"INTRO LEAD",84,4,Si,Whole,71
17664,4,"BACKGROUND SYNTH",84,6,Si,Whole,71
17664,4,"BACKGROUND SYNTH",84,7,Re,Whole,71
17664,5,,84,5,Sol,Whole,71
17664,5,,84,6,Sol,Whole,71
17671,3,"INTRO LEAD",116,3,"Re #",Quarter,79
17671,4,"BACKGROUND SYNTH",116,3,"Re #",Quarter,79
17699,2,,118,4,Re,Half,77
17700,3,"INTRO LEAD",69,5,"La #",Whole,100
17700,4,"BACKGROUND SYNTH",69,6,"Fa #",Whole,100
17700,9,,69,4,"Fa #",Whole,100
17700,7,,116,4,Do,Quarter,79
17700,7,,116,4,"Fa #",Eighth,79
17700,8,,116,5,"Sol #",Half,79
17700,9,,116,5,"Sol #",Half,79
17701,14,,118,7,"Do #",Quarter,80
17703,3,"INTRO LEAD",116,3,"Sol #",Half,79
17703,4,"BACKGROUND SYNTH",116,3,"Sol #",Half,79
17703,13,,118,7,Mi,Quarter,81
17757,5,,118,5,Re,Sixteenth,81
17758,2,,118,5,La,Sixteenth,81
17758,2,,118,4,"Do #",Whole,79
17758,7,,118,6,Sol,Whole,65
17758,8,,118,6,Sol,Whole,62
17759,4,,118,5,Re,Half,81
17760,2,BASSLINE,84,6,La,Whole,57
17760,2,BASSLINE,112,6,"Re #",Eighth,100
17760,2,BASSLINE,112,6,Do,Whole,100
17760,3,"INTRO LEAD",84,5,La,Whole,71
17760,3,"INTRO LEAD",84,6,Do,Whole,71
17760,3,"INTRO LEAD",84,4,La,Whole,71
17760,3,"INTRO LEAD",69,5,Sol,Whole,100
17760,2,BASSLINE,116,5,"Do #",Whole,79
17760,2,BASSLINE,116,5,"Re #",Whole,79
17760,2,BASSLINE,116,5,"Sol #",Whole,79
17760,2,BASSLINE,116,6,"Do #",Whole,79
17760,2,BASSLINE,116,6,"Re #",Whole,79
17760,2,BASSLINE,116,6,"Sol #",Whole,79
17760,3,,118,4,Re,Whole,77
17760,4,"BACKGROUND SYNTH",69,6,Mi,Whole,100
